"","name","group","host","ref_strain","collection_time","sample_number"
"1","01_9426_0000_01",1,9426,"ref_strain",0,1
"2","01_2460_0003_01",1,2460,"ref_strain",3,1
"3","01_5622_0003_01",1,5622,"ref_strain",3,1
"4","01_4022_0004_01",1,4022,"ref_strain",4,1
"5","01_6959_0004_01",1,6959,"ref_strain",4,1
"6","01_9331_0004_01",1,9331,"ref_strain",4,1
"7","01_6895_0006_01",1,6895,"ref_strain",6,1
"8","01_1365_0007_01",1,1365,"ref_strain",7,1
"9","01_2682_0008_01",1,2682,"ref_strain",8,1
"10","01_4951_0008_01",1,4951,"ref_strain",8,1
"11","01_5418_0008_01",1,5418,"ref_strain",8,1
"12","01_3959_0009_01",1,3959,"ref_strain",9,1
"13","01_4579_0009_01",1,4579,"ref_strain",9,1
"14","01_6088_0009_01",1,6088,"ref_strain",9,1
"15","01_5812_0010_01",1,5812,"ref_strain",10,1
"16","01_8772_0010_01",1,8772,"ref_strain",10,1
"17","01_1723_0011_01",1,1723,"ref_strain",11,1
"18","01_2613_0011_01",1,2613,"ref_strain",11,1
"19","01_9571_0011_01",1,9571,"ref_strain",11,1
"20","01_1645_0012_01",1,1645,"ref_strain",12,1
"21","01_4341_0012_01",1,4341,"ref_strain",12,1
"22","01_4533_0012_01",1,4533,"ref_strain",12,1
"23","01_6490_0012_01",1,6490,"ref_strain",12,1
"24","01_8128_0012_01",1,8128,"ref_strain",12,1
"25","01_9406_0012_01",1,9406,"ref_strain",12,1
"26","01_1220_0013_01",1,1220,"ref_strain",13,1
"27","01_3777_0013_01",1,3777,"ref_strain",13,1
"28","01_5147_0013_01",1,5147,"ref_strain",13,1
"29","01_9529_0013_01",1,9529,"ref_strain",13,1
"30","01_0644_0014_01",1,644,"ref_strain",14,1
"31","01_1538_0014_01",1,1538,"ref_strain",14,1
"32","01_3005_0014_01",1,3005,"ref_strain",14,1
"33","01_3262_0014_01",1,3262,"ref_strain",14,1
"34","01_9628_0014_01",1,9628,"ref_strain",14,1
"35","01_0547_0015_01",1,547,"ref_strain",15,1
"36","01_3039_0015_01",1,3039,"ref_strain",15,1
"37","01_5079_0015_01",1,5079,"ref_strain",15,1
"38","01_5501_0015_01",1,5501,"ref_strain",15,1
"39","01_7077_0015_01",1,7077,"ref_strain",15,1
"40","01_0755_0016_01",1,755,"ref_strain",16,1
"41","01_3567_0016_01",1,3567,"ref_strain",16,1
"42","01_9032_0016_01",1,9032,"ref_strain",16,1
"43","01_1103_0017_01",1,1103,"ref_strain",17,1
"44","01_2043_0017_01",1,2043,"ref_strain",17,1
"45","01_2850_0017_01",1,2850,"ref_strain",17,1
"46","01_4677_0017_01",1,4677,"ref_strain",17,1
"47","01_4773_0017_01",1,4773,"ref_strain",17,1
"48","01_5221_0017_01",1,5221,"ref_strain",17,1
"49","01_6589_0017_01",1,6589,"ref_strain",17,1
"50","01_8815_0017_01",1,8815,"ref_strain",17,1
"51","01_9705_0017_01",1,9705,"ref_strain",17,1
"52","01_9794_0017_01",1,9794,"ref_strain",17,1
"53","01_1694_0018_01",1,1694,"ref_strain",18,1
"54","01_2047_0018_01",1,2047,"ref_strain",18,1
"55","01_2252_0018_01",1,2252,"ref_strain",18,1
"56","01_6591_0018_01",1,6591,"ref_strain",18,1
"57","01_8061_0018_01",1,8061,"ref_strain",18,1
"58","01_8612_0018_01",1,8612,"ref_strain",18,1
"59","01_8774_0018_01",1,8774,"ref_strain",18,1
"60","01_8952_0018_01",1,8952,"ref_strain",18,1
"61","01_1879_0019_01",1,1879,"ref_strain",19,1
"62","01_2768_0019_01",1,2768,"ref_strain",19,1
"63","01_5588_0019_01",1,5588,"ref_strain",19,1
"64","01_7741_0019_01",1,7741,"ref_strain",19,1
"65","01_7828_0019_01",1,7828,"ref_strain",19,1
"66","01_8667_0019_01",1,8667,"ref_strain",19,1
"67","01_9330_0019_01",1,9330,"ref_strain",19,1
"68","01_0036_0020_01",1,36,"ref_strain",20,1
"69","01_0103_0020_01",1,103,"ref_strain",20,1
"70","01_0111_0020_01",1,111,"ref_strain",20,1
"71","01_1282_0020_01",1,1282,"ref_strain",20,1
"72","01_1678_0020_01",1,1678,"ref_strain",20,1
"73","01_2495_0020_01",1,2495,"ref_strain",20,1
"74","01_2551_0020_01",1,2551,"ref_strain",20,1
"75","01_4594_0020_01",1,4594,"ref_strain",20,1
"76","01_5708_0020_01",1,5708,"ref_strain",20,1
"77","01_5921_0020_01",1,5921,"ref_strain",20,1
"78","01_7020_0020_01",1,7020,"ref_strain",20,1
"79","01_8453_0020_01",1,8453,"ref_strain",20,1
"80","01_1237_0021_01",1,1237,"ref_strain",21,1
"81","01_2030_0021_01",1,2030,"ref_strain",21,1
"82","01_3139_0021_01",1,3139,"ref_strain",21,1
"83","01_3561_0021_01",1,3561,"ref_strain",21,1
"84","01_4129_0021_01",1,4129,"ref_strain",21,1
"85","01_4581_0021_01",1,4581,"ref_strain",21,1
"86","01_6111_0021_01",1,6111,"ref_strain",21,1
"87","01_6164_0021_01",1,6164,"ref_strain",21,1
"88","01_7395_0021_01",1,7395,"ref_strain",21,1
"89","01_8090_0021_01",1,8090,"ref_strain",21,1
"90","01_8979_0021_01",1,8979,"ref_strain",21,1
"91","01_1048_0022_01",1,1048,"ref_strain",22,1
"92","01_1407_0022_01",1,1407,"ref_strain",22,1
"93","01_1689_0022_01",1,1689,"ref_strain",22,1
"94","01_2773_0022_01",1,2773,"ref_strain",22,1
"95","01_4614_0022_01",1,4614,"ref_strain",22,1
"96","01_4691_0022_01",1,4691,"ref_strain",22,1
"97","01_5183_0022_01",1,5183,"ref_strain",22,1
"98","01_8228_0022_01",1,8228,"ref_strain",22,1
"99","01_8292_0022_01",1,8292,"ref_strain",22,1
"100","01_9030_0022_01",1,9030,"ref_strain",22,1
"101","01_0168_0023_01",1,168,"ref_strain",23,1
"102","01_0589_0023_01",1,589,"ref_strain",23,1
"103","01_0803_0023_01",1,803,"ref_strain",23,1
"104","01_2736_0023_01",1,2736,"ref_strain",23,1
"105","01_4648_0023_01",1,4648,"ref_strain",23,1
"106","01_4676_0023_01",1,4676,"ref_strain",23,1
"107","01_5031_0023_01",1,5031,"ref_strain",23,1
"108","01_6024_0023_01",1,6024,"ref_strain",23,1
"109","01_7560_0023_01",1,7560,"ref_strain",23,1
"110","01_8422_0023_01",1,8422,"ref_strain",23,1
"111","01_9060_0023_01",1,9060,"ref_strain",23,1
"112","01_0330_0024_01",1,330,"ref_strain",24,1
"113","01_0752_0024_01",1,752,"ref_strain",24,1
"114","01_0786_0024_01",1,786,"ref_strain",24,1
"115","01_1426_0024_01",1,1426,"ref_strain",24,1
"116","01_2789_0024_01",1,2789,"ref_strain",24,1
"117","01_3295_0024_01",1,3295,"ref_strain",24,1
"118","01_4286_0024_01",1,4286,"ref_strain",24,1
"119","01_4938_0024_01",1,4938,"ref_strain",24,1
"120","01_5880_0024_01",1,5880,"ref_strain",24,1
"121","01_6303_0024_01",1,6303,"ref_strain",24,1
"122","01_6833_0024_01",1,6833,"ref_strain",24,1
"123","01_7234_0024_01",1,7234,"ref_strain",24,1
"124","01_7940_0024_01",1,7940,"ref_strain",24,1
"125","01_8255_0024_01",1,8255,"ref_strain",24,1
"126","01_8572_0024_01",1,8572,"ref_strain",24,1
"127","01_9146_0024_01",1,9146,"ref_strain",24,1
"128","01_9763_0024_01",1,9763,"ref_strain",24,1
"129","01_1859_0025_01",1,1859,"ref_strain",25,1
"130","01_2663_0025_01",1,2663,"ref_strain",25,1
"131","01_2919_0025_01",1,2919,"ref_strain",25,1
"132","01_3286_0025_01",1,3286,"ref_strain",25,1
"133","01_4328_0025_01",1,4328,"ref_strain",25,1
"134","01_5541_0025_01",1,5541,"ref_strain",25,1
"135","01_5991_0025_01",1,5991,"ref_strain",25,1
"136","01_6027_0025_01",1,6027,"ref_strain",25,1
"137","01_6169_0025_01",1,6169,"ref_strain",25,1
"138","01_6255_0025_01",1,6255,"ref_strain",25,1
"139","01_6359_0025_01",1,6359,"ref_strain",25,1
"140","01_6518_0025_01",1,6518,"ref_strain",25,1
"141","01_6695_0025_01",1,6695,"ref_strain",25,1
"142","01_7339_0025_01",1,7339,"ref_strain",25,1
"143","01_7343_0025_01",1,7343,"ref_strain",25,1
"144","01_7501_0025_01",1,7501,"ref_strain",25,1
"145","01_8127_0025_01",1,8127,"ref_strain",25,1
"146","01_8896_0025_01",1,8896,"ref_strain",25,1
"147","01_9021_0025_01",1,9021,"ref_strain",25,1
"148","01_9199_0025_01",1,9199,"ref_strain",25,1
"149","01_9375_0025_01",1,9375,"ref_strain",25,1
"150","01_9757_0025_01",1,9757,"ref_strain",25,1
"151","01_0336_0026_01",1,336,"ref_strain",26,1
"152","01_1087_0026_01",1,1087,"ref_strain",26,1
"153","01_1440_0026_01",1,1440,"ref_strain",26,1
"154","01_1746_0026_01",1,1746,"ref_strain",26,1
"155","01_2194_0026_01",1,2194,"ref_strain",26,1
"156","01_2452_0026_01",1,2452,"ref_strain",26,1
"157","01_2895_0026_01",1,2895,"ref_strain",26,1
"158","01_5243_0026_01",1,5243,"ref_strain",26,1
"159","01_5584_0026_01",1,5584,"ref_strain",26,1
"160","01_5759_0026_01",1,5759,"ref_strain",26,1
"161","01_6384_0026_01",1,6384,"ref_strain",26,1
"162","01_7969_0026_01",1,7969,"ref_strain",26,1
"163","01_9098_0026_01",1,9098,"ref_strain",26,1
"164","01_9329_0026_01",1,9329,"ref_strain",26,1
"165","01_0639_0027_01",1,639,"ref_strain",27,1
"166","01_0762_0027_01",1,762,"ref_strain",27,1
"167","01_1334_0027_01",1,1334,"ref_strain",27,1
"168","01_1584_0027_01",1,1584,"ref_strain",27,1
"169","01_1830_0027_01",1,1830,"ref_strain",27,1
"170","01_2059_0027_01",1,2059,"ref_strain",27,1
"171","01_2533_0027_01",1,2533,"ref_strain",27,1
"172","01_2902_0027_01",1,2902,"ref_strain",27,1
"173","01_3484_0027_01",1,3484,"ref_strain",27,1
"174","01_3516_0027_01",1,3516,"ref_strain",27,1
"175","01_3850_0027_01",1,3850,"ref_strain",27,1
"176","01_4116_0027_01",1,4116,"ref_strain",27,1
"177","01_4169_0027_01",1,4169,"ref_strain",27,1
"178","01_4627_0027_01",1,4627,"ref_strain",27,1
"179","01_4651_0027_01",1,4651,"ref_strain",27,1
"180","01_4726_0027_01",1,4726,"ref_strain",27,1
"181","01_6910_0027_01",1,6910,"ref_strain",27,1
"182","01_6913_0027_01",1,6913,"ref_strain",27,1
"183","01_7217_0027_01",1,7217,"ref_strain",27,1
"184","01_7237_0027_01",1,7237,"ref_strain",27,1
"185","01_8363_0027_01",1,8363,"ref_strain",27,1
"186","01_0026_0028_01",1,26,"ref_strain",28,1
"187","01_0282_0028_01",1,282,"ref_strain",28,1
"188","01_0636_0028_01",1,636,"ref_strain",28,1
"189","01_0809_0028_01",1,809,"ref_strain",28,1
"190","01_2304_0028_01",1,2304,"ref_strain",28,1
"191","01_2415_0028_01",1,2415,"ref_strain",28,1
"192","01_2500_0028_01",1,2500,"ref_strain",28,1
"193","01_2553_0028_01",1,2553,"ref_strain",28,1
"194","01_2582_0028_01",1,2582,"ref_strain",28,1
"195","01_2809_0028_01",1,2809,"ref_strain",28,1
"196","01_3531_0028_01",1,3531,"ref_strain",28,1
"197","01_3536_0028_01",1,3536,"ref_strain",28,1
"198","01_3932_0028_01",1,3932,"ref_strain",28,1
"199","01_4298_0028_01",1,4298,"ref_strain",28,1
"200","01_4751_0028_01",1,4751,"ref_strain",28,1
"201","01_4756_0028_01",1,4756,"ref_strain",28,1
"202","01_4994_0028_01",1,4994,"ref_strain",28,1
"203","01_5087_0028_01",1,5087,"ref_strain",28,1
"204","01_6402_0028_01",1,6402,"ref_strain",28,1
"205","01_6837_0028_01",1,6837,"ref_strain",28,1
"206","01_7461_0028_01",1,7461,"ref_strain",28,1
"207","01_7635_0028_01",1,7635,"ref_strain",28,1
"208","01_7905_0028_01",1,7905,"ref_strain",28,1
"209","01_7921_0028_01",1,7921,"ref_strain",28,1
"210","01_0267_0029_01",1,267,"ref_strain",29,1
"211","01_0302_0029_01",1,302,"ref_strain",29,1
"212","01_0583_0029_01",1,583,"ref_strain",29,1
"213","01_0724_0029_01",1,724,"ref_strain",29,1
"214","01_0896_0029_01",1,896,"ref_strain",29,1
"215","01_2080_0029_01",1,2080,"ref_strain",29,1
"216","01_2419_0029_01",1,2419,"ref_strain",29,1
"217","01_2598_0029_01",1,2598,"ref_strain",29,1
"218","01_3425_0029_01",1,3425,"ref_strain",29,1
"219","01_3539_0029_01",1,3539,"ref_strain",29,1
"220","01_4455_0029_01",1,4455,"ref_strain",29,1
"221","01_4893_0029_01",1,4893,"ref_strain",29,1
"222","01_5123_0029_01",1,5123,"ref_strain",29,1
"223","01_5757_0029_01",1,5757,"ref_strain",29,1
"224","01_6001_0029_01",1,6001,"ref_strain",29,1
"225","01_6441_0029_01",1,6441,"ref_strain",29,1
"226","01_6553_0029_01",1,6553,"ref_strain",29,1
"227","01_6777_0029_01",1,6777,"ref_strain",29,1
"228","01_6960_0029_01",1,6960,"ref_strain",29,1
"229","01_7203_0029_01",1,7203,"ref_strain",29,1
"230","01_7711_0029_01",1,7711,"ref_strain",29,1
"231","01_7785_0029_01",1,7785,"ref_strain",29,1
"232","01_7843_0029_01",1,7843,"ref_strain",29,1
"233","01_8394_0029_01",1,8394,"ref_strain",29,1
"234","01_9203_0029_01",1,9203,"ref_strain",29,1
"235","01_0066_0030_01",1,66,"ref_strain",30,1
"236","01_0290_0030_01",1,290,"ref_strain",30,1
"237","01_0433_0030_01",1,433,"ref_strain",30,1
"238","01_0456_0030_01",1,456,"ref_strain",30,1
"239","01_0539_0030_01",1,539,"ref_strain",30,1
"240","01_0590_0030_01",1,590,"ref_strain",30,1
"241","01_0771_0030_01",1,771,"ref_strain",30,1
"242","01_1367_0030_01",1,1367,"ref_strain",30,1
"243","01_1652_0030_01",1,1652,"ref_strain",30,1
"244","01_2028_0030_01",1,2028,"ref_strain",30,1
"245","01_3053_0030_01",1,3053,"ref_strain",30,1
"246","01_3715_0030_01",1,3715,"ref_strain",30,1
"247","01_5080_0030_01",1,5080,"ref_strain",30,1
"248","01_5092_0030_01",1,5092,"ref_strain",30,1
"249","01_6683_0030_01",1,6683,"ref_strain",30,1
"250","01_9515_0030_01",1,9515,"ref_strain",30,1
"251","01_0023_0031_01",1,23,"ref_strain",31,1
"252","01_0122_0031_01",1,122,"ref_strain",31,1
"253","01_0128_0031_01",1,128,"ref_strain",31,1
"254","01_1397_0031_01",1,1397,"ref_strain",31,1
"255","01_1787_0031_01",1,1787,"ref_strain",31,1
"256","01_2400_0031_01",1,2400,"ref_strain",31,1
"257","01_2745_0031_01",1,2745,"ref_strain",31,1
"258","01_2861_0031_01",1,2861,"ref_strain",31,1
"259","01_3002_0031_01",1,3002,"ref_strain",31,1
"260","01_3247_0031_01",1,3247,"ref_strain",31,1
"261","01_3564_0031_01",1,3564,"ref_strain",31,1
"262","01_3667_0031_01",1,3667,"ref_strain",31,1
"263","01_3786_0031_01",1,3786,"ref_strain",31,1
"264","01_4462_0031_01",1,4462,"ref_strain",31,1
"265","01_4688_0031_01",1,4688,"ref_strain",31,1
"266","01_5626_0031_01",1,5626,"ref_strain",31,1
"267","01_5714_0031_01",1,5714,"ref_strain",31,1
"268","01_6763_0031_01",1,6763,"ref_strain",31,1
"269","01_7274_0031_01",1,7274,"ref_strain",31,1
"270","01_7775_0031_01",1,7775,"ref_strain",31,1
"271","01_7848_0031_01",1,7848,"ref_strain",31,1
"272","01_8236_0031_01",1,8236,"ref_strain",31,1
"273","01_9449_0031_01",1,9449,"ref_strain",31,1
"274","01_0681_0032_01",1,681,"ref_strain",32,1
"275","01_1362_0032_01",1,1362,"ref_strain",32,1
"276","01_2510_0032_01",1,2510,"ref_strain",32,1
"277","01_2630_0032_01",1,2630,"ref_strain",32,1
"278","01_2878_0032_01",1,2878,"ref_strain",32,1
"279","01_2988_0032_01",1,2988,"ref_strain",32,1
"280","01_3220_0032_01",1,3220,"ref_strain",32,1
"281","01_3292_0032_01",1,3292,"ref_strain",32,1
"282","01_3400_0032_01",1,3400,"ref_strain",32,1
"283","01_3612_0032_01",1,3612,"ref_strain",32,1
"284","01_3792_0032_01",1,3792,"ref_strain",32,1
"285","01_3946_0032_01",1,3946,"ref_strain",32,1
"286","01_4213_0032_01",1,4213,"ref_strain",32,1
"287","01_4758_0032_01",1,4758,"ref_strain",32,1
"288","01_4853_0032_01",1,4853,"ref_strain",32,1
"289","01_6057_0032_01",1,6057,"ref_strain",32,1
"290","01_6139_0032_01",1,6139,"ref_strain",32,1
"291","01_6646_0032_01",1,6646,"ref_strain",32,1
"292","01_6829_0032_01",1,6829,"ref_strain",32,1
"293","01_7004_0032_01",1,7004,"ref_strain",32,1
"294","01_8757_0032_01",1,8757,"ref_strain",32,1
"295","01_8871_0032_01",1,8871,"ref_strain",32,1
"296","01_9586_0032_01",1,9586,"ref_strain",32,1
"297","01_9646_0032_01",1,9646,"ref_strain",32,1
"298","01_0097_0033_01",1,97,"ref_strain",33,1
"299","01_0825_0033_01",1,825,"ref_strain",33,1
"300","01_1108_0033_01",1,1108,"ref_strain",33,1
"301","01_1982_0033_01",1,1982,"ref_strain",33,1
"302","01_2178_0033_01",1,2178,"ref_strain",33,1
"303","01_2560_0033_01",1,2560,"ref_strain",33,1
"304","01_2563_0033_01",1,2563,"ref_strain",33,1
"305","01_2876_0033_01",1,2876,"ref_strain",33,1
"306","01_3276_0033_01",1,3276,"ref_strain",33,1
"307","01_3927_0033_01",1,3927,"ref_strain",33,1
"308","01_4357_0033_01",1,4357,"ref_strain",33,1
"309","01_4697_0033_01",1,4697,"ref_strain",33,1
"310","01_4892_0033_01",1,4892,"ref_strain",33,1
"311","01_5043_0033_01",1,5043,"ref_strain",33,1
"312","01_5466_0033_01",1,5466,"ref_strain",33,1
"313","01_5620_0033_01",1,5620,"ref_strain",33,1
"314","01_5975_0033_01",1,5975,"ref_strain",33,1
"315","01_6239_0033_01",1,6239,"ref_strain",33,1
"316","01_6432_0033_01",1,6432,"ref_strain",33,1
"317","01_7276_0033_01",1,7276,"ref_strain",33,1
"318","01_7910_0033_01",1,7910,"ref_strain",33,1
"319","01_7912_0033_01",1,7912,"ref_strain",33,1
"320","01_8570_0033_01",1,8570,"ref_strain",33,1
"321","01_8924_0033_01",1,8924,"ref_strain",33,1
"322","01_9010_0033_01",1,9010,"ref_strain",33,1
"323","01_9064_0033_01",1,9064,"ref_strain",33,1
"324","01_0630_0034_01",1,630,"ref_strain",34,1
"325","01_0813_0034_01",1,813,"ref_strain",34,1
"326","01_1083_0034_01",1,1083,"ref_strain",34,1
"327","01_1233_0034_01",1,1233,"ref_strain",34,1
"328","01_1350_0034_01",1,1350,"ref_strain",34,1
"329","01_1766_0034_01",1,1766,"ref_strain",34,1
"330","01_2600_0034_01",1,2600,"ref_strain",34,1
"331","01_2728_0034_01",1,2728,"ref_strain",34,1
"332","01_2974_0034_01",1,2974,"ref_strain",34,1
"333","01_3082_0034_01",1,3082,"ref_strain",34,1
"334","01_4601_0034_01",1,4601,"ref_strain",34,1
"335","01_5537_0034_01",1,5537,"ref_strain",34,1
"336","01_5800_0034_01",1,5800,"ref_strain",34,1
"337","01_6099_0034_01",1,6099,"ref_strain",34,1
"338","01_6214_0034_01",1,6214,"ref_strain",34,1
"339","01_6466_0034_01",1,6466,"ref_strain",34,1
"340","01_6853_0034_01",1,6853,"ref_strain",34,1
"341","01_6940_0034_01",1,6940,"ref_strain",34,1
"342","01_6957_0034_01",1,6957,"ref_strain",34,1
"343","01_7888_0034_01",1,7888,"ref_strain",34,1
"344","01_8014_0034_01",1,8014,"ref_strain",34,1
"345","01_8196_0034_01",1,8196,"ref_strain",34,1
"346","01_8836_0034_01",1,8836,"ref_strain",34,1
"347","01_9107_0034_01",1,9107,"ref_strain",34,1
"348","01_9155_0034_01",1,9155,"ref_strain",34,1
"349","01_9295_0034_01",1,9295,"ref_strain",34,1
"350","01_9453_0034_01",1,9453,"ref_strain",34,1
"351","01_9622_0034_01",1,9622,"ref_strain",34,1
"352","01_9873_0034_01",1,9873,"ref_strain",34,1
"353","01_9969_0034_01",1,9969,"ref_strain",34,1
"354","01_0806_0035_01",1,806,"ref_strain",35,1
"355","01_0936_0035_01",1,936,"ref_strain",35,1
"356","01_1399_0035_01",1,1399,"ref_strain",35,1
"357","01_1734_0035_01",1,1734,"ref_strain",35,1
"358","01_1825_0035_01",1,1825,"ref_strain",35,1
"359","01_2218_0035_01",1,2218,"ref_strain",35,1
"360","01_2358_0035_01",1,2358,"ref_strain",35,1
"361","01_2459_0035_01",1,2459,"ref_strain",35,1
"362","01_2675_0035_01",1,2675,"ref_strain",35,1
"363","01_2911_0035_01",1,2911,"ref_strain",35,1
"364","01_2922_0035_01",1,2922,"ref_strain",35,1
"365","01_3358_0035_01",1,3358,"ref_strain",35,1
"366","01_3843_0035_01",1,3843,"ref_strain",35,1
"367","01_3961_0035_01",1,3961,"ref_strain",35,1
"368","01_4084_0035_01",1,4084,"ref_strain",35,1
"369","01_4315_0035_01",1,4315,"ref_strain",35,1
"370","01_4966_0035_01",1,4966,"ref_strain",35,1
"371","01_5146_0035_01",1,5146,"ref_strain",35,1
"372","01_5563_0035_01",1,5563,"ref_strain",35,1
"373","01_5715_0035_01",1,5715,"ref_strain",35,1
"374","01_5747_0035_01",1,5747,"ref_strain",35,1
"375","01_5794_0035_01",1,5794,"ref_strain",35,1
"376","01_5823_0035_01",1,5823,"ref_strain",35,1
"377","01_5864_0035_01",1,5864,"ref_strain",35,1
"378","01_6093_0035_01",1,6093,"ref_strain",35,1
"379","01_6403_0035_01",1,6403,"ref_strain",35,1
"380","01_6848_0035_01",1,6848,"ref_strain",35,1
"381","01_6851_0035_01",1,6851,"ref_strain",35,1
"382","01_6993_0035_01",1,6993,"ref_strain",35,1
"383","01_7119_0035_01",1,7119,"ref_strain",35,1
"384","01_7392_0035_01",1,7392,"ref_strain",35,1
"385","01_8010_0035_01",1,8010,"ref_strain",35,1
